orth phon sense pos gender asp dic_name usg etym_lang
захирелый ЗАХИР'ЕЛЫЙ " Хилый, слабый. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
захламлённый ЗАХЛАМЛёННЫЙ " Засорённый, замусоренный. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
захолустный ЗАХОЛ'УСТНЫЙ " к Захол'устье. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
захудалый ЗАХУД'АЛЫЙ " Разорившийся, обедневший; пришедший в упадок, запустение. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
зацепа ЗАЦ'ЕПА " Конец лапы (вместе с когтями) у собаки. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
зацепка ЗАЦ'ЕПКА " к Зацеп'ить - зацепл'ять " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
зацепка ЗАЦ'ЕПКА " Случайно вытащенная нить, петля на вязаных, трикотажных и т.п. изделиях. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
зацепка ЗАЦ'ЕПКА " Приспособление, которым можно захватить, зацепить что-л. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
зацепка ЗАЦ'ЕПКА " Обстоятельство, факт, который можно использовать для осуществления чего-л.; предлог, повод. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
зачерстветь ЗАЧЕРСТВ'ЕТЬ " Стать чёрствым. " " сущ. " " ж. " " св. " "Толковый словарь Кузнецова" None None
зачётка ЗАЧёТКА " =Зачётная книжка. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
зашеина ЗАШ'ЕИНА " =Зашеек. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
